,URI,TrackName,ArtistURI,ArtistName,ArtistPopularity,ArtistGenres,Album,TrackPopularity,Explicit,ReleaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,spotify:track:0KmgJyW4GDgonqsoyx0CZ3,Astronomy,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,78,"['bedroom pop', 'pop', 'pov: indie']",Astronomy,68,False,2021-05-07,0.471,0.335,4,-8.767,0,0.0273,0.593,2.11e-05,0.297,0.111,145.252,audio_features,0KmgJyW4GDgonqsoyx0CZ3,spotify:track:0KmgJyW4GDgonqsoyx0CZ3,https://api.spotify.com/v1/tracks/0KmgJyW4GDgonqsoyx0CZ3,https://api.spotify.com/v1/audio-analysis/0KmgJyW4GDgonqsoyx0CZ3,243907,3
1,spotify:track:3m3ylOXgB3v9xmDSIJyx9S,The Shining,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop']",Chip Chrome & The Mono-Tones (Deluxe),58,False,2020-12-11,0.627,0.685,10,-6.871,1,0.0272,0.0534,0.756,0.096,0.552,96.989,audio_features,3m3ylOXgB3v9xmDSIJyx9S,spotify:track:3m3ylOXgB3v9xmDSIJyx9S,https://api.spotify.com/v1/tracks/3m3ylOXgB3v9xmDSIJyx9S,https://api.spotify.com/v1/audio-analysis/3m3ylOXgB3v9xmDSIJyx9S,214693,4
2,spotify:track:2lTtnKQgjbrBA1qnOFhBkP,affection,spotify:artist:2HkSsS8O2U2gPhnCGVN5vn,BETWEEN FRIENDS,57,"['indie pop', 'la pop', 'pov: indie']",we just need some time together,1,False,2018-04-05,0.273,0.565,2,-7.283,1,0.248,0.516,1.68e-06,0.0855,0.298,179.518,audio_features,2lTtnKQgjbrBA1qnOFhBkP,spotify:track:2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/tracks/2lTtnKQgjbrBA1qnOFhBkP,https://api.spotify.com/v1/audio-analysis/2lTtnKQgjbrBA1qnOFhBkP,235226,4
3,spotify:track:7DCQIOmpGV4nkHx7DQckJS,Bloom Later,spotify:artist:4as3khXWaPjfkFdCA0JWMo,Jesse®,51,['modern alternative pop'],&,60,False,2017-11-10,0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923,audio_features,7DCQIOmpGV4nkHx7DQckJS,spotify:track:7DCQIOmpGV4nkHx7DQckJS,https://api.spotify.com/v1/tracks/7DCQIOmpGV4nkHx7DQckJS,https://api.spotify.com/v1/audio-analysis/7DCQIOmpGV4nkHx7DQckJS,160307,3
4,spotify:track:6uaBrivDHCaV0uBTiwHTUi,Comfort Crowd,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,78,"['bedroom pop', 'pop', 'pov: indie']",Kid Krow,67,False,2020-03-20,0.678,0.431,0,-6.749,1,0.0326,0.163,1.94e-06,0.147,0.404,90.941,audio_features,6uaBrivDHCaV0uBTiwHTUi,spotify:track:6uaBrivDHCaV0uBTiwHTUi,https://api.spotify.com/v1/tracks/6uaBrivDHCaV0uBTiwHTUi,https://api.spotify.com/v1/audio-analysis/6uaBrivDHCaV0uBTiwHTUi,174680,4
5,spotify:track:2g0Bmi3kYEntusDP6xlAGZ,striptease,spotify:artist:53k2km8u55n9YaJJB7scjX,carwash,50,[],striptease,7,True,2019-11-05,0.693,0.572,8,-8.89,1,0.0749,0.127,0.952,0.102,0.732,130.05,audio_features,2g0Bmi3kYEntusDP6xlAGZ,spotify:track:2g0Bmi3kYEntusDP6xlAGZ,https://api.spotify.com/v1/tracks/2g0Bmi3kYEntusDP6xlAGZ,https://api.spotify.com/v1/audio-analysis/2g0Bmi3kYEntusDP6xlAGZ,160659,4
6,spotify:track:7rymj8PopRWOI2kBdjPG9q,Bad Texter,spotify:artist:2Zgc1KUqd7A9wmQ7mQHuwY,Ryan Woods,38,['modern indie pop'],Bad Texter,0,False,2020-06-17,0.611,0.632,11,-7.25,1,0.0428,0.0455,7.47e-05,0.339,0.619,95.076,audio_features,7rymj8PopRWOI2kBdjPG9q,spotify:track:7rymj8PopRWOI2kBdjPG9q,https://api.spotify.com/v1/tracks/7rymj8PopRWOI2kBdjPG9q,https://api.spotify.com/v1/audio-analysis/7rymj8PopRWOI2kBdjPG9q,193208,4
7,spotify:track:2wXioTynVwrEWYRv6R6vEj,Void,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop']",Hard To Imagine The Neighbourhood Ever Changing,67,False,2018-11-02,0.534,0.582,5,-7.912,1,0.0401,0.047,0.0328,0.0883,0.346,84.183,audio_features,2wXioTynVwrEWYRv6R6vEj,spotify:track:2wXioTynVwrEWYRv6R6vEj,https://api.spotify.com/v1/tracks/2wXioTynVwrEWYRv6R6vEj,https://api.spotify.com/v1/audio-analysis/2wXioTynVwrEWYRv6R6vEj,203667,4
8,spotify:track:0NuWgxEp51CutD2pJoF4OM,blind,spotify:artist:1dy5WNgIKQU6ezkpZs4y8z,ROLE MODEL,56,"['alt z', 'bedroom pop', 'pov: indie']",our little angel - EP,66,False,2020-10-21,0.765,0.663,0,-5.223,1,0.0652,0.141,0.000297,0.0924,0.686,150.091,audio_features,0NuWgxEp51CutD2pJoF4OM,spotify:track:0NuWgxEp51CutD2pJoF4OM,https://api.spotify.com/v1/tracks/0NuWgxEp51CutD2pJoF4OM,https://api.spotify.com/v1/audio-analysis/0NuWgxEp51CutD2pJoF4OM,153293,4
9,spotify:track:5tiZBnx5IvETA0Pj3gELjn,me & ur ghost,spotify:artist:2cFrymmkijnjDg9SS92EPM,blackbear,74,['pop'],everything means nothing,63,True,2020-08-21,0.742,0.679,7,-4.594,1,0.0259,0.0488,0.0,0.0754,0.856,100.041,audio_features,5tiZBnx5IvETA0Pj3gELjn,spotify:track:5tiZBnx5IvETA0Pj3gELjn,https://api.spotify.com/v1/tracks/5tiZBnx5IvETA0Pj3gELjn,https://api.spotify.com/v1/audio-analysis/5tiZBnx5IvETA0Pj3gELjn,201398,4
10,spotify:track:4telT9zZWgv4d8gD4WZrlA,Mistakes Like This,spotify:artist:7aSRqRjQAYTEm2fFohlZZn,Prelow,39,['nyc pop'],Why Does Everything Happen So Much EP,54,False,2015-01-27,0.454,0.815,1,-5.077,1,0.0821,0.000221,0.000549,0.0706,0.337,161.905,audio_features,4telT9zZWgv4d8gD4WZrlA,spotify:track:4telT9zZWgv4d8gD4WZrlA,https://api.spotify.com/v1/tracks/4telT9zZWgv4d8gD4WZrlA,https://api.spotify.com/v1/audio-analysis/4telT9zZWgv4d8gD4WZrlA,191954,4
11,spotify:track:4oM9DGUTrRaXJDypxxHztZ,La La Land (feat. YG),spotify:artist:1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,63,['indie pop rap'],Carnival,62,True,2019-09-06,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,audio_features,4oM9DGUTrRaXJDypxxHztZ,spotify:track:4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/tracks/4oM9DGUTrRaXJDypxxHztZ,https://api.spotify.com/v1/audio-analysis/4oM9DGUTrRaXJDypxxHztZ,177253,4
12,spotify:track:5SG2BVsZr0W7cFAkjh60TT,THE BOTTOM,spotify:artist:4yYvor6Rq4fG82J1L47DYp,MICHELLE,48,['bedroom pop'],HEATWAVE,50,False,2018-09-04,0.747,0.614,9,-6.759,0,0.0256,0.00326,0.561,0.185,0.843,110.001,audio_features,5SG2BVsZr0W7cFAkjh60TT,spotify:track:5SG2BVsZr0W7cFAkjh60TT,https://api.spotify.com/v1/tracks/5SG2BVsZr0W7cFAkjh60TT,https://api.spotify.com/v1/audio-analysis/5SG2BVsZr0W7cFAkjh60TT,219833,4
13,spotify:track:6iOvnACn4ChlAw4lWUU4dd,Go To Town,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,89,"['dance pop', 'pop']",Amala,65,True,2018-03-30,0.71,0.71,0,-2.474,1,0.0579,0.0716,1.07e-06,0.206,0.7,169.944,audio_features,6iOvnACn4ChlAw4lWUU4dd,spotify:track:6iOvnACn4ChlAw4lWUU4dd,https://api.spotify.com/v1/tracks/6iOvnACn4ChlAw4lWUU4dd,https://api.spotify.com/v1/audio-analysis/6iOvnACn4ChlAw4lWUU4dd,217813,4
14,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,Sweet Disposition,spotify:artist:4W48hZAnAHVOC2c8WH8pcq,The Temper Trap,65,"['indietronica', 'modern rock', 'shimmer pop']",Conditions,67,False,2009-03-24,0.531,0.821,2,-6.812,1,0.0439,0.0701,0.171,0.124,0.34,129.139,audio_features,5RoIXwyTCdyUjpMMkk4uPd,spotify:track:5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/tracks/5RoIXwyTCdyUjpMMkk4uPd,https://api.spotify.com/v1/audio-analysis/5RoIXwyTCdyUjpMMkk4uPd,230800,4
15,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,In My Room,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,83,"['lgbtq+ hip hop', 'neo soul']",In My Room,78,True,2019-11-02,0.861,0.647,7,-7.425,1,0.0675,0.594,0.661,0.114,0.67,158.037,audio_features,4S4Mfvv03M1cHgIOJcbUCL,spotify:track:4S4Mfvv03M1cHgIOJcbUCL,https://api.spotify.com/v1/tracks/4S4Mfvv03M1cHgIOJcbUCL,https://api.spotify.com/v1/audio-analysis/4S4Mfvv03M1cHgIOJcbUCL,133680,4
16,spotify:track:2fGRJzoiYJYAzlQAyBONMb,Morning Sex,spotify:artist:4o16FybIZV7WPD7tOl7PUd,Ralph Castelli,55,['alaska indie'],Morning Sex,64,False,2019-06-07,0.81,0.353,6,-9.536,1,0.0437,0.0473,0.000104,0.082,0.731,124.991,audio_features,2fGRJzoiYJYAzlQAyBONMb,spotify:track:2fGRJzoiYJYAzlQAyBONMb,https://api.spotify.com/v1/tracks/2fGRJzoiYJYAzlQAyBONMb,https://api.spotify.com/v1/audio-analysis/2fGRJzoiYJYAzlQAyBONMb,175313,4
17,spotify:track:5FdE9hALukJ6ivdFXbCGEj,supermarket,spotify:artist:53k2km8u55n9YaJJB7scjX,carwash,50,[],supermarket,0,True,2020-02-13,0.449,0.842,8,-6.094,1,0.0311,0.391,0.868,0.282,0.915,90.047,audio_features,5FdE9hALukJ6ivdFXbCGEj,spotify:track:5FdE9hALukJ6ivdFXbCGEj,https://api.spotify.com/v1/tracks/5FdE9hALukJ6ivdFXbCGEj,https://api.spotify.com/v1/audio-analysis/5FdE9hALukJ6ivdFXbCGEj,145333,4
18,spotify:track:35Ki1lvKPC2sFBD3GmKdRG,Televised,spotify:artist:5rebfYbZVIhbRVcRKWVOAh,HUNNY,50,"['indie pop', 'pov: indie']",Windows I,63,False,2017-05-26,0.591,0.746,8,-7.762,1,0.0444,0.000729,0.0,0.127,0.432,107.965,audio_features,35Ki1lvKPC2sFBD3GmKdRG,spotify:track:35Ki1lvKPC2sFBD3GmKdRG,https://api.spotify.com/v1/tracks/35Ki1lvKPC2sFBD3GmKdRG,https://api.spotify.com/v1/audio-analysis/35Ki1lvKPC2sFBD3GmKdRG,194717,4
19,spotify:track:1iJsVkrrId99kTJSZBrwHJ,Silver Lining,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop']",Chip Chrome & The Mono-Tones,56,False,2020-09-25,0.562,0.53,2,-7.665,1,0.0286,0.0226,0.00419,0.106,0.391,122.92,audio_features,1iJsVkrrId99kTJSZBrwHJ,spotify:track:1iJsVkrrId99kTJSZBrwHJ,https://api.spotify.com/v1/tracks/1iJsVkrrId99kTJSZBrwHJ,https://api.spotify.com/v1/audio-analysis/1iJsVkrrId99kTJSZBrwHJ,179453,4
20,spotify:track:0nMqu5vN44GNv8UOQxmBJK,Malibu 1992,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,COIN,61,['pov: indie'],How Will You Know If You Never Try,61,False,2017-04-21,0.559,0.32,6,-7.694,1,0.0414,0.0644,0.132,0.173,0.497,147.366,audio_features,0nMqu5vN44GNv8UOQxmBJK,spotify:track:0nMqu5vN44GNv8UOQxmBJK,https://api.spotify.com/v1/tracks/0nMqu5vN44GNv8UOQxmBJK,https://api.spotify.com/v1/audio-analysis/0nMqu5vN44GNv8UOQxmBJK,341200,4
21,spotify:track:5naar7XewEOAjOywIp6Jjq,Remember When,spotify:artist:0NIPkIjTV8mB795yEIiPYL,Wallows,69,['pov: indie'],Nothing Happens,74,False,2019-03-22,0.504,0.708,11,-5.896,0,0.0343,0.00112,0.000424,0.788,0.51,82.009,audio_features,5naar7XewEOAjOywIp6Jjq,spotify:track:5naar7XewEOAjOywIp6Jjq,https://api.spotify.com/v1/tracks/5naar7XewEOAjOywIp6Jjq,https://api.spotify.com/v1/audio-analysis/5naar7XewEOAjOywIp6Jjq,155147,4
22,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,Crash My Car,spotify:artist:0ZxZlO7oWCSYMXhehpyMvE,COIN,61,['pov: indie'],Dreamland,1,False,2020-02-21,0.244,0.645,5,-5.863,1,0.0456,0.00178,0.00574,0.301,0.529,183.577,audio_features,0X5mtNbqxbiTYkwj0CQc2f,spotify:track:0X5mtNbqxbiTYkwj0CQc2f,https://api.spotify.com/v1/tracks/0X5mtNbqxbiTYkwj0CQc2f,https://api.spotify.com/v1/audio-analysis/0X5mtNbqxbiTYkwj0CQc2f,188307,5
23,spotify:track:2Kt1XplPBQBsDKQDa6TssB,Flawless,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop']",I Love You.,72,True,2013-04-19,0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,audio_features,2Kt1XplPBQBsDKQDa6TssB,spotify:track:2Kt1XplPBQBsDKQDa6TssB,https://api.spotify.com/v1/tracks/2Kt1XplPBQBsDKQDa6TssB,https://api.spotify.com/v1/audio-analysis/2Kt1XplPBQBsDKQDa6TssB,246493,4
24,spotify:track:6isQbogGYftxsNzL2I2I1i,I Got You,spotify:artist:0eelrX0AcylGwVNf1HW77h,Maddie Jay,28,['la pop'],Mood Swings,43,False,2020-04-29,0.614,0.411,4,-8.852,1,0.0301,0.757,0.0822,0.367,0.447,80.015,audio_features,6isQbogGYftxsNzL2I2I1i,spotify:track:6isQbogGYftxsNzL2I2I1i,https://api.spotify.com/v1/tracks/6isQbogGYftxsNzL2I2I1i,https://api.spotify.com/v1/audio-analysis/6isQbogGYftxsNzL2I2I1i,230375,4
25,spotify:track:7brQHA2CgQpcMBiOlfiXYb,Afraid,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,The Neighbourhood,82,"['modern alternative rock', 'modern rock', 'pop']",I Love You.,76,True,2013-04-19,0.464,0.701,6,-5.693,0,0.0411,0.00892,0.309,0.335,0.356,83.996,audio_features,7brQHA2CgQpcMBiOlfiXYb,spotify:track:7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/tracks/7brQHA2CgQpcMBiOlfiXYb,https://api.spotify.com/v1/audio-analysis/7brQHA2CgQpcMBiOlfiXYb,251187,4
26,spotify:track:5hc71nKsUgtwQ3z52KEKQk,Somebody Else,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,76,"['modern alternative rock', 'modern rock', 'pop', 'pov: indie', 'rock']","I like it when you sleep, for you are so beautiful yet so unaware of it",72,True,2016-02-26,0.61,0.788,0,-5.724,1,0.0585,0.195,0.0142,0.153,0.472,101.045,audio_features,5hc71nKsUgtwQ3z52KEKQk,spotify:track:5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/tracks/5hc71nKsUgtwQ3z52KEKQk,https://api.spotify.com/v1/audio-analysis/5hc71nKsUgtwQ3z52KEKQk,347520,4
27,spotify:track:3ySU5vwQB33iGulwcUL9qQ,Don't Take The Money,spotify:artist:2eam0iDomRHGBypaDQLwWI,Bleachers,63,"['indie pop', 'indie poptimism', 'modern rock', 'pov: indie']",Gone Now,64,False,2017-06-02,0.63,0.885,1,-5.674,1,0.0406,0.000397,1.37e-06,0.206,0.289,110.072,audio_features,3ySU5vwQB33iGulwcUL9qQ,spotify:track:3ySU5vwQB33iGulwcUL9qQ,https://api.spotify.com/v1/tracks/3ySU5vwQB33iGulwcUL9qQ,https://api.spotify.com/v1/audio-analysis/3ySU5vwQB33iGulwcUL9qQ,215547,4
28,spotify:track:5bIgzvxvlefRUCQK9JPocF,Garden Song,spotify:artist:1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,77,"['indie pop', 'la indie', 'pov: indie']",Punisher,68,False,2020-06-18,0.426,0.274,0,-16.649,1,0.146,0.856,0.00658,0.111,0.169,100.255,audio_features,5bIgzvxvlefRUCQK9JPocF,spotify:track:5bIgzvxvlefRUCQK9JPocF,https://api.spotify.com/v1/tracks/5bIgzvxvlefRUCQK9JPocF,https://api.spotify.com/v1/audio-analysis/5bIgzvxvlefRUCQK9JPocF,219682,4
29,spotify:track:46RNrAkGsqWTDrv2ZPOAbx,Moon Song,spotify:artist:1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,77,"['indie pop', 'la indie', 'pov: indie']",Punisher,71,False,2020-06-18,0.339,0.243,1,-12.512,1,0.056,0.869,0.00369,0.107,0.183,154.909,audio_features,46RNrAkGsqWTDrv2ZPOAbx,spotify:track:46RNrAkGsqWTDrv2ZPOAbx,https://api.spotify.com/v1/tracks/46RNrAkGsqWTDrv2ZPOAbx,https://api.spotify.com/v1/audio-analysis/46RNrAkGsqWTDrv2ZPOAbx,277677,3
30,spotify:track:6vOcpn5zG3tAgSs5TCYR1o,Summer Child,spotify:artist:4Uc8Dsxct0oMqx0P6i60ea,Conan Gray,78,"['bedroom pop', 'pop', 'pov: indie']",Superache,60,False,2022-06-24,0.427,0.275,2,-10.997,1,0.0338,0.859,0.0,0.113,0.196,109.213,audio_features,6vOcpn5zG3tAgSs5TCYR1o,spotify:track:6vOcpn5zG3tAgSs5TCYR1o,https://api.spotify.com/v1/tracks/6vOcpn5zG3tAgSs5TCYR1o,https://api.spotify.com/v1/audio-analysis/6vOcpn5zG3tAgSs5TCYR1o,179967,3
31,spotify:track:4s0UxMiB8uYcKg4uAxCgn8,October,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,Alessia Cara,72,"['canadian contemporary r&b', 'canadian pop', 'pop']",Duality,28,False,2022-05-06,0.743,0.53,0,-7.831,1,0.0301,0.336,3.88e-06,0.0837,0.654,106.966,audio_features,4s0UxMiB8uYcKg4uAxCgn8,spotify:track:4s0UxMiB8uYcKg4uAxCgn8,https://api.spotify.com/v1/tracks/4s0UxMiB8uYcKg4uAxCgn8,https://api.spotify.com/v1/audio-analysis/4s0UxMiB8uYcKg4uAxCgn8,240933,4
32,spotify:track:4SKvKJaqkRl1bUZWEqTYzl,Sidelines,spotify:artist:1r1uxoy19fzMxunt3ONAkG,Phoebe Bridgers,77,"['indie pop', 'la indie', 'pov: indie']",Sidelines,61,False,2022-04-15,0.405,0.544,10,-9.451,1,0.0327,0.524,0.391,0.141,0.0412,179.863,audio_features,4SKvKJaqkRl1bUZWEqTYzl,spotify:track:4SKvKJaqkRl1bUZWEqTYzl,https://api.spotify.com/v1/tracks/4SKvKJaqkRl1bUZWEqTYzl,https://api.spotify.com/v1/audio-analysis/4SKvKJaqkRl1bUZWEqTYzl,264372,4
33,spotify:track:2zGUtylU2UYeg1oDfRJC36,This Is a Love Song Not a Sad Song,spotify:artist:169pjQwMEgMrdBbeRCY9J7,Lonely$adboy,23,['lo-fi chill'],This Is a Love Song Not a Sad Song,42,False,2018-12-07,0.576,0.157,8,-13.882,1,0.0914,0.795,0.156,0.0707,0.43,127.987,audio_features,2zGUtylU2UYeg1oDfRJC36,spotify:track:2zGUtylU2UYeg1oDfRJC36,https://api.spotify.com/v1/tracks/2zGUtylU2UYeg1oDfRJC36,https://api.spotify.com/v1/audio-analysis/2zGUtylU2UYeg1oDfRJC36,224768,4
34,spotify:track:6f2877TmbjnqZEqeQEGi3o,Vest & Boxers,spotify:artist:271bbpX3pdCi56ZJA1jQ43,Lava La Rue,43,"['alternative r&b', 'uk contemporary r&b']",Vest & Boxers,0,False,2022-01-28,0.869,0.559,11,-9.203,0,0.112,0.0443,0.00127,0.139,0.902,121.04,audio_features,6f2877TmbjnqZEqeQEGi3o,spotify:track:6f2877TmbjnqZEqeQEGi3o,https://api.spotify.com/v1/tracks/6f2877TmbjnqZEqeQEGi3o,https://api.spotify.com/v1/audio-analysis/6f2877TmbjnqZEqeQEGi3o,177065,4
35,spotify:track:4sympnfIMkBt51KwRYaNSF,impossible,spotify:artist:7poQNrOwZoUcoqihg4Xex0,Wasia Project,57,[],how can i pretend?,0,False,2022-05-10,0.314,0.521,5,-7.88,1,0.0431,0.454,0.0,0.322,0.291,145.94,audio_features,4sympnfIMkBt51KwRYaNSF,spotify:track:4sympnfIMkBt51KwRYaNSF,https://api.spotify.com/v1/tracks/4sympnfIMkBt51KwRYaNSF,https://api.spotify.com/v1/audio-analysis/4sympnfIMkBt51KwRYaNSF,269500,4
36,spotify:track:5Wyy2JHaM8cKEN6YDC6C8O,Pressure To Party,spotify:artist:12fRkVfO2fUsz1QHgDAG3g,Julia Jacklin,54,"['chamber pop', 'countrygaze', 'indie pop', 'sydney indie']",Crushing,0,False,2019-02-22,0.483,0.81,4,-3.949,1,0.0366,0.000124,4.79e-05,0.118,0.382,141.906,audio_features,5Wyy2JHaM8cKEN6YDC6C8O,spotify:track:5Wyy2JHaM8cKEN6YDC6C8O,https://api.spotify.com/v1/tracks/5Wyy2JHaM8cKEN6YDC6C8O,https://api.spotify.com/v1/audio-analysis/5Wyy2JHaM8cKEN6YDC6C8O,182307,4
37,spotify:track:45mvVEa99kOMcjHJpCykrw,Out of Bounds,spotify:artist:7eKkW1zo5uzW8kUntiiBvz,Malcolm Todd,56,[],Demos Before Prom,54,False,2022-05-15,0.58,0.486,4,-9.505,0,0.38,0.456,5.51e-05,0.126,0.708,169.941,audio_features,45mvVEa99kOMcjHJpCykrw,spotify:track:45mvVEa99kOMcjHJpCykrw,https://api.spotify.com/v1/tracks/45mvVEa99kOMcjHJpCykrw,https://api.spotify.com/v1/audio-analysis/45mvVEa99kOMcjHJpCykrw,101647,4
38,spotify:track:4R9F0DQTZ1l9m9ngGnJ99D,Mean Your Words,spotify:artist:0Ay1JH0rXbKhoIfu2GXMyx,Sophia Viggiano,20,[],Mean Your Words,37,False,2022-03-22,0.526,0.3,3,-11.98,1,0.0294,0.893,0.0,0.115,0.246,107.924,audio_features,4R9F0DQTZ1l9m9ngGnJ99D,spotify:track:4R9F0DQTZ1l9m9ngGnJ99D,https://api.spotify.com/v1/tracks/4R9F0DQTZ1l9m9ngGnJ99D,https://api.spotify.com/v1/audio-analysis/4R9F0DQTZ1l9m9ngGnJ99D,142500,4
39,spotify:track:3WKg25vrbjJlkhsgl2W4p3,Bright,spotify:artist:1PbBg2aYjWLKRk84zJK15x,Echosmith,57,"['electropop', 'indie poptimism', 'viral pop']",Talking Dreams (Deluxe Edition),59,False,2013-10-04,0.646,0.431,6,-8.517,1,0.0262,0.637,6.99e-06,0.113,0.292,90.034,audio_features,3WKg25vrbjJlkhsgl2W4p3,spotify:track:3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/tracks/3WKg25vrbjJlkhsgl2W4p3,https://api.spotify.com/v1/audio-analysis/3WKg25vrbjJlkhsgl2W4p3,220627,4
40,spotify:track:0QM58PErTrawKGBvzCMGuO,Sand Outro,spotify:artist:2gHMoGVtXhBGWG9D8By84R,Ngahere Wafer,28,['emo rap'],You're So Cool,40,False,2017-05-06,0.463,0.755,2,-6.345,1,0.0529,0.246,0.21,0.664,0.364,118.312,audio_features,0QM58PErTrawKGBvzCMGuO,spotify:track:0QM58PErTrawKGBvzCMGuO,https://api.spotify.com/v1/tracks/0QM58PErTrawKGBvzCMGuO,https://api.spotify.com/v1/audio-analysis/0QM58PErTrawKGBvzCMGuO,187925,4
41,spotify:track:5vmDYlErMJRPmi3CU16qss,you...,spotify:artist:5QKlzzBF4n4G5HJG8XTVLh,solis mist,1,[],you...,11,False,2022-05-20,0.408,0.427,7,-12.309,0,0.0391,0.283,0.305,0.107,0.0997,110.02,audio_features,5vmDYlErMJRPmi3CU16qss,spotify:track:5vmDYlErMJRPmi3CU16qss,https://api.spotify.com/v1/tracks/5vmDYlErMJRPmi3CU16qss,https://api.spotify.com/v1/audio-analysis/5vmDYlErMJRPmi3CU16qss,209229,4
42,spotify:track:283bLgMpWuBQzhGnfvBtGS,Dirty Clothes,spotify:artist:5AuJyIGhbMbssJq6LIEquF,LO LA,43,[],Dirty Clothes,44,False,2020-11-18,0.764,0.394,4,-10.462,0,0.17,0.785,0.0,0.101,0.277,92.067,audio_features,283bLgMpWuBQzhGnfvBtGS,spotify:track:283bLgMpWuBQzhGnfvBtGS,https://api.spotify.com/v1/tracks/283bLgMpWuBQzhGnfvBtGS,https://api.spotify.com/v1/audio-analysis/283bLgMpWuBQzhGnfvBtGS,200905,4
43,spotify:track:3erMpGAv6cGCEcYcaE19p1,Pumpkin,spotify:artist:67WNUxmM7y4WzHPAVzBu3E,The Regrettes,48,"['indie pop', 'la indie', 'pov: indie']",How Do You Love?,53,True,2019-08-09,0.566,0.617,10,-4.166,1,0.035,0.0146,0.0,0.128,0.23,119.945,audio_features,3erMpGAv6cGCEcYcaE19p1,spotify:track:3erMpGAv6cGCEcYcaE19p1,https://api.spotify.com/v1/tracks/3erMpGAv6cGCEcYcaE19p1,https://api.spotify.com/v1/audio-analysis/3erMpGAv6cGCEcYcaE19p1,207775,4
44,spotify:track:2xFmXeAKtzrG1ZQBT6adKc,Keep The Rain,spotify:artist:0nugNBwdWaptgIAsEtx1It,Searows,53,[],Guard Dog,56,False,2022-09-30,0.471,0.123,1,-17.655,1,0.0326,0.95,0.00973,0.0908,0.227,131.948,audio_features,2xFmXeAKtzrG1ZQBT6adKc,spotify:track:2xFmXeAKtzrG1ZQBT6adKc,https://api.spotify.com/v1/tracks/2xFmXeAKtzrG1ZQBT6adKc,https://api.spotify.com/v1/audio-analysis/2xFmXeAKtzrG1ZQBT6adKc,287677,4
45,spotify:track:0XxSPIFH8xLkJcrpWe26EO,FRANKIE MUNIZ,spotify:artist:7but14WsfXJkF8hm07xx6E,BLACKSTARKIDS,30,['modern indie pop'],"Whatever, Man",36,False,2020-10-22,0.762,0.811,11,-3.974,0,0.0389,0.353,2.43e-06,0.14,0.851,118.023,audio_features,0XxSPIFH8xLkJcrpWe26EO,spotify:track:0XxSPIFH8xLkJcrpWe26EO,https://api.spotify.com/v1/tracks/0XxSPIFH8xLkJcrpWe26EO,https://api.spotify.com/v1/audio-analysis/0XxSPIFH8xLkJcrpWe26EO,218193,4
46,spotify:track:0PLhwCmQ7cC3ThRGPn3HxF,Mess It Up,spotify:artist:4tuJ0bMpJh08umKkEXKUI5,Gracie Abrams,72,['alt z'],Mess It Up,75,False,2021-05-07,0.765,0.582,0,-4.528,1,0.12,0.245,8.21e-05,0.154,0.36,132.992,audio_features,0PLhwCmQ7cC3ThRGPn3HxF,spotify:track:0PLhwCmQ7cC3ThRGPn3HxF,https://api.spotify.com/v1/tracks/0PLhwCmQ7cC3ThRGPn3HxF,https://api.spotify.com/v1/audio-analysis/0PLhwCmQ7cC3ThRGPn3HxF,171280,4
