URI,TrackName,ArtistURI,ArtistName,ArtistPopularity,ArtistGenres,Album,TrackPopularity,Explicit,ReleaseDate,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
spotify:track:1JgknGBbrfmEHeOZH051SS,ecstacy (slowed),spotify:artist:6KOszWgIriJLaPOySuBOTI,SUICIDAL-IDOL,66,['scenecore'],ecstacy (slowed),83,True,2023-06-06,0.551,0.677,2,-7.311,1,0.0665,0.0173,0.0,0.381,0.195,106.414,audio_features,1JgknGBbrfmEHeOZH051SS,spotify:track:1JgknGBbrfmEHeOZH051SS,https://api.spotify.com/v1/tracks/1JgknGBbrfmEHeOZH051SS,https://api.spotify.com/v1/audio-analysis/1JgknGBbrfmEHeOZH051SS,119120,4
spotify:track:424DkevE18QJazwlljiTD4,Le Monde,spotify:artist:6jlwBcuB3gOuSR4Hb6MmVU,Richard Carter,62,[],Talk to Me (Original Soundtrack),81,False,2023-08-04,0.763,0.468,11,-13.288,0,0.129,0.146,0.869,0.108,0.512,97.599,audio_features,424DkevE18QJazwlljiTD4,spotify:track:424DkevE18QJazwlljiTD4,https://api.spotify.com/v1/tracks/424DkevE18QJazwlljiTD4,https://api.spotify.com/v1/audio-analysis/424DkevE18QJazwlljiTD4,134853,3
spotify:track:4Fv6wNYUixnYkj3Dgfrls8,Tumblr Girls (feat. Christoph Andersson),spotify:artist:02kJSzxNuaWGqwubyUba0Z,G-Eazy,74,"['indie pop rap', 'oakland hip hop', 'pop rap', 'rap']",These Things Happen,81,True,2014-06-20,0.49,0.373,8,-9.762,1,0.26,0.101,0.000105,0.128,0.346,121.889,audio_features,4Fv6wNYUixnYkj3Dgfrls8,spotify:track:4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/tracks/4Fv6wNYUixnYkj3Dgfrls8,https://api.spotify.com/v1/audio-analysis/4Fv6wNYUixnYkj3Dgfrls8,255680,4
spotify:track:43MifzVnh8W3jJN0xqU9jR,Wasted Summers,spotify:artist:496w0Fyed8J7IRzn5Ffb6x,juju<3,64,[],Wasted Summers,83,False,2023-07-12,0.633,0.643,0,-8.122,1,0.0252,0.106,0.00831,0.78,0.472,103.842,audio_features,43MifzVnh8W3jJN0xqU9jR,spotify:track:43MifzVnh8W3jJN0xqU9jR,https://api.spotify.com/v1/tracks/43MifzVnh8W3jJN0xqU9jR,https://api.spotify.com/v1/audio-analysis/43MifzVnh8W3jJN0xqU9jR,130385,4
spotify:track:0HDO6JFfplYPrSWuufUosZ,Amour plastique,spotify:artist:3rp4f58JlRHkk8hpdLCer1,Videoclub,60,"['french indie pop', 'french synthpop']",Euphories,65,False,2021-01-29,0.696,0.354,6,-14.043,0,0.0353,0.767,0.00158,0.128,0.242,119.938,audio_features,0HDO6JFfplYPrSWuufUosZ,spotify:track:0HDO6JFfplYPrSWuufUosZ,https://api.spotify.com/v1/tracks/0HDO6JFfplYPrSWuufUosZ,https://api.spotify.com/v1/audio-analysis/0HDO6JFfplYPrSWuufUosZ,227027,4
spotify:track:65leXqfkdViSssEVN23uYL,Mama's Boy,spotify:artist:6USv9qhCn6zfxlBQIYJ9qs,Dominic Fike,77,"['alternative pop rock', 'pov: indie']",Mama's Boy,79,False,2023-06-23,0.807,0.354,9,-7.554,1,0.0321,0.15,0.713,0.186,0.602,78.964,audio_features,65leXqfkdViSssEVN23uYL,spotify:track:65leXqfkdViSssEVN23uYL,https://api.spotify.com/v1/tracks/65leXqfkdViSssEVN23uYL,https://api.spotify.com/v1/audio-analysis/65leXqfkdViSssEVN23uYL,155722,4
spotify:track:71BWZa1liIRyUiuJ3MB66o,I Know You,spotify:artist:5szilpXHcwOqnyKLqGco5j,Faye Webster,70,"['atlanta indie', 'indie pop']",Faye Webster,82,False,2017-05-12,0.454,0.385,10,-12.849,1,0.0313,0.287,9.97e-05,0.0616,0.144,154.918,audio_features,71BWZa1liIRyUiuJ3MB66o,spotify:track:71BWZa1liIRyUiuJ3MB66o,https://api.spotify.com/v1/tracks/71BWZa1liIRyUiuJ3MB66o,https://api.spotify.com/v1/audio-analysis/71BWZa1liIRyUiuJ3MB66o,251667,4
spotify:track:5mjYQaktjmjcMKcUIcqz4s,Strangers,spotify:artist:7uMDnSZyUYNBPLhPMNuaM2,Kenya Grace,74,['singer-songwriter pop'],Strangers,94,False,2023-09-01,0.628,0.523,11,-8.307,0,0.0946,0.701,0.00274,0.219,0.416,169.982,audio_features,5mjYQaktjmjcMKcUIcqz4s,spotify:track:5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/tracks/5mjYQaktjmjcMKcUIcqz4s,https://api.spotify.com/v1/audio-analysis/5mjYQaktjmjcMKcUIcqz4s,172965,4
spotify:track:4YQgOgIElFtEvwJQ9ArWL7,FΛSHION,spotify:artist:7GtPtPbDC5CLNzSNxVpqaf,Britney Manson,59,[],FΛSHION,78,True,2023-08-11,0.752,0.647,10,-6.258,1,0.0316,0.000915,0.00167,0.706,0.253,119.999,audio_features,4YQgOgIElFtEvwJQ9ArWL7,spotify:track:4YQgOgIElFtEvwJQ9ArWL7,https://api.spotify.com/v1/tracks/4YQgOgIElFtEvwJQ9ArWL7,https://api.spotify.com/v1/audio-analysis/4YQgOgIElFtEvwJQ9ArWL7,146531,4
spotify:track:7nn4MXs89QymmNzRreTywe,Ick,spotify:artist:4OVbrPbhvK46A1uXTU1u5F,Lay Bankz,58,['jersey club'],Now You See Me,70,True,2023-08-09,0.92,0.759,2,-3.349,1,0.108,0.274,7.38e-06,0.259,0.598,137.961,audio_features,7nn4MXs89QymmNzRreTywe,spotify:track:7nn4MXs89QymmNzRreTywe,https://api.spotify.com/v1/tracks/7nn4MXs89QymmNzRreTywe,https://api.spotify.com/v1/audio-analysis/7nn4MXs89QymmNzRreTywe,115725,4
spotify:track:3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),spotify:artist:13ubrt8QOOCPljQ2FL1Kca,A$AP Rocky,81,"['east coast hip hop', 'hip hop', 'rap', 'trap']",I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),78,True,2023-08-18,0.47,0.652,2,-9.629,1,0.0561,0.0831,4.08e-05,0.175,0.104,141.981,audio_features,3ZaEs1O8BG581qYPHpQ8d6,spotify:track:3ZaEs1O8BG581qYPHpQ8d6,https://api.spotify.com/v1/tracks/3ZaEs1O8BG581qYPHpQ8d6,https://api.spotify.com/v1/audio-analysis/3ZaEs1O8BG581qYPHpQ8d6,190286,4
spotify:track:1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),spotify:artist:0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,93,"['hip hop', 'rap', 'slap house']",UTOPIA,90,True,2023-07-28,0.458,0.535,5,-4.854,0,0.0281,0.575,0.0,0.168,0.216,82.826,audio_features,1i9lZvlaDdWDPyXEE95aiq,spotify:track:1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/tracks/1i9lZvlaDdWDPyXEE95aiq,https://api.spotify.com/v1/audio-analysis/1i9lZvlaDdWDPyXEE95aiq,353755,4
spotify:track:3rUGC1vUpkDG9CZFHMur1t,greedy,spotify:artist:45dkTj5sMRSjrmBSBeiHym,Tate McRae,79,"['alt z', 'pop']",greedy,91,True,2023-09-15,0.75,0.733,6,-3.18,0,0.0319,0.256,0.0,0.114,0.844,111.018,audio_features,3rUGC1vUpkDG9CZFHMur1t,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1
spotify:track:4yJ1fD1LvIVtTDOu4NyKLU,cross my heart,spotify:artist:0PCCGZ0wGLizHt2KZ7hhA2,Artemas,54,[],cross my heart,71,False,2023-09-19,0.813,0.466,8,-10.671,1,0.171,0.0665,0.00115,0.231,0.238,132.324,audio_features,4yJ1fD1LvIVtTDOu4NyKLU,spotify:track:4yJ1fD1LvIVtTDOu4NyKLU,https://api.spotify.com/v1/tracks/4yJ1fD1LvIVtTDOu4NyKLU,https://api.spotify.com/v1/audio-analysis/4yJ1fD1LvIVtTDOu4NyKLU,146229,4
spotify:track:1cFKKdG6gmpptMBFxasJOE,WY@,spotify:artist:3tlXnStJ1fFhdScmQeLpuG,Brent Faiyaz,82,"['r&b', 'rap']",WY@,74,True,2023-09-19,0.795,0.341,7,-7.869,0,0.166,0.59,6.53e-05,0.12,0.313,119.872,audio_features,1cFKKdG6gmpptMBFxasJOE,spotify:track:1cFKKdG6gmpptMBFxasJOE,https://api.spotify.com/v1/tracks/1cFKKdG6gmpptMBFxasJOE,https://api.spotify.com/v1/audio-analysis/1cFKKdG6gmpptMBFxasJOE,208040,4
spotify:track:6IPwKM3fUUzlElbvKw2sKl,we fell in love in october,spotify:artist:3uwAm6vQy7kWPS2bciKWx9,girl in red,74,"['bedroom pop', 'indie pop', 'norwegian indie', 'pov: indie']",we fell in love in october / October Passed Me By,86,False,2018-11-21,0.566,0.366,7,-12.808,1,0.028,0.113,0.181,0.155,0.237,129.96,audio_features,6IPwKM3fUUzlElbvKw2sKl,spotify:track:6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/tracks/6IPwKM3fUUzlElbvKw2sKl,https://api.spotify.com/v1/audio-analysis/6IPwKM3fUUzlElbvKw2sKl,184154,4
spotify:track:3xKsf9qdS1CyvXSMEid6g8,Pink + White,spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,83,"['lgbtq+ hip hop', 'neo soul']",Blonde,89,False,2016-08-20,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3
spotify:track:6EQLN1Fl8oy46k4FMwhxug,sins (let me in),spotify:artist:1S82w4yw9TYIHZ889mPPaW,Kanii,71,"['bedroom r&b', 'sped up']",sins (let me in),74,False,2023-09-08,0.654,0.489,1,-8.523,1,0.0374,0.0447,0.011,0.209,0.428,108.951,audio_features,6EQLN1Fl8oy46k4FMwhxug,spotify:track:6EQLN1Fl8oy46k4FMwhxug,https://api.spotify.com/v1/tracks/6EQLN1Fl8oy46k4FMwhxug,https://api.spotify.com/v1/audio-analysis/6EQLN1Fl8oy46k4FMwhxug,128327,4
spotify:track:75EIDyYc0excxUOzold15R,older sped up,spotify:artist:5arKwJZEvT5uKq4o0JfqR4,Isabel LaRosa,72,"['dark r&b', 'hyperpop', 'sped up']",older,71,False,2023-09-15,0.391,0.545,5,-7.648,0,0.0536,0.0754,3.54e-05,0.0853,0.388,148.313,audio_features,75EIDyYc0excxUOzold15R,spotify:track:75EIDyYc0excxUOzold15R,https://api.spotify.com/v1/tracks/75EIDyYc0excxUOzold15R,https://api.spotify.com/v1/audio-analysis/75EIDyYc0excxUOzold15R,125253,4
spotify:track:187zHzb6JDM4YDSFNGkQ9u,LANCEY OR LANCEY,spotify:artist:2LakckgvXEtJlKOYP6BO11,Lancey Foux,62,['rage rap'],LIFE IN HELL,74,True,2022-10-28,0.456,0.571,1,-4.431,1,0.185,0.0354,0.0,0.148,0.121,159.929,audio_features,187zHzb6JDM4YDSFNGkQ9u,spotify:track:187zHzb6JDM4YDSFNGkQ9u,https://api.spotify.com/v1/tracks/187zHzb6JDM4YDSFNGkQ9u,https://api.spotify.com/v1/audio-analysis/187zHzb6JDM4YDSFNGkQ9u,187894,4
spotify:track:0QIjsbm2fh1cJ45XO9eGqq,Wake Up in the Sky,spotify:artist:13y7CgLHjMVRMDqxdx0Xdo,Gucci Mane,76,"['atl hip hop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",Wake Up in the Sky,79,True,2018-09-14,0.8,0.578,4,-5.144,0,0.0485,0.00381,0.0,0.359,0.367,143.01,audio_features,0QIjsbm2fh1cJ45XO9eGqq,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/tracks/0QIjsbm2fh1cJ45XO9eGqq,https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,204665,4
spotify:track:1AWQoqb9bSvzTjaLralEkT,Rock Your Body,spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,79,"['dance pop', 'pop']",Justified,81,False,2002-11-04,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,audio_features,1AWQoqb9bSvzTjaLralEkT,spotify:track:1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/tracks/1AWQoqb9bSvzTjaLralEkT,https://api.spotify.com/v1/audio-analysis/1AWQoqb9bSvzTjaLralEkT,267267,4
spotify:track:6qrcJkIpuWpxH0ruS8WVAy,In This Darkness,spotify:artist:3u65Tx20y4WqxO7W7khEhj,Clara La San,61,[],In This Darkness,78,False,2023-01-29,0.647,0.228,2,-19.288,1,0.0668,0.841,0.00149,0.108,0.189,119.828,audio_features,6qrcJkIpuWpxH0ruS8WVAy,spotify:track:6qrcJkIpuWpxH0ruS8WVAy,https://api.spotify.com/v1/tracks/6qrcJkIpuWpxH0ruS8WVAy,https://api.spotify.com/v1/audio-analysis/6qrcJkIpuWpxH0ruS8WVAy,197000,4
spotify:track:3B4etxytImrRKQgV3XHjnR,Harleys In Hawaii,spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,82,['pop'],Smile,75,False,2020-08-28,0.721,0.751,10,-6.203,0,0.125,0.162,6.59e-06,0.118,0.738,140.095,audio_features,3B4etxytImrRKQgV3XHjnR,spotify:track:3B4etxytImrRKQgV3XHjnR,https://api.spotify.com/v1/tracks/3B4etxytImrRKQgV3XHjnR,https://api.spotify.com/v1/audio-analysis/3B4etxytImrRKQgV3XHjnR,185481,4
spotify:track:1XTY6rA7XQosc0ynkkE9kN,Black Friday,spotify:artist:2txHhyCwHjUEpJjWrEyqyX,Tom Odell,75,"['chill pop', 'neo-singer-songwriter']",Black Friday,76,False,2023-09-22,0.48,0.199,6,-12.398,1,0.0329,0.931,0.0563,0.0978,0.201,165.476,audio_features,1XTY6rA7XQosc0ynkkE9kN,spotify:track:1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/tracks/1XTY6rA7XQosc0ynkkE9kN,https://api.spotify.com/v1/audio-analysis/1XTY6rA7XQosc0ynkkE9kN,221510,4
spotify:track:736PP5LTtREkDgktNmX3Gu,Superpowers,spotify:artist:20wkVLutqVOYrc0kxFs7rA,Daniel Caesar,79,['canadian contemporary r&b'],NEVER ENOUGH,67,False,2023-04-07,0.501,0.445,7,-9.117,1,0.0369,0.614,0.0373,0.194,0.0549,106.627,audio_features,736PP5LTtREkDgktNmX3Gu,spotify:track:736PP5LTtREkDgktNmX3Gu,https://api.spotify.com/v1/tracks/736PP5LTtREkDgktNmX3Gu,https://api.spotify.com/v1/audio-analysis/736PP5LTtREkDgktNmX3Gu,174513,5
spotify:track:7KA4W4McWYRpgf0fWsJZWB,See You Again (feat. Kali Uchis),spotify:artist:4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator",84,"['hip hop', 'rap']",Flower Boy,91,True,2017-07-21,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,audio_features,7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/tracks/7KA4W4McWYRpgf0fWsJZWB,https://api.spotify.com/v1/audio-analysis/7KA4W4McWYRpgf0fWsJZWB,180387,4
spotify:track:0EqczV3o6fwksegAavIHpX,LOVELY BASTARDS,spotify:artist:33rnQWadiG2aauIwIxPxfB,ZWE1HVNDXR,67,[],LOVELY BASTARDS,85,True,2023-08-25,0.613,0.81,1,-6.16,1,0.488,0.832,0.899,0.137,0.686,150.251,audio_features,0EqczV3o6fwksegAavIHpX,spotify:track:0EqczV3o6fwksegAavIHpX,https://api.spotify.com/v1/tracks/0EqczV3o6fwksegAavIHpX,https://api.spotify.com/v1/audio-analysis/0EqczV3o6fwksegAavIHpX,116104,4
spotify:track:5CQ0tp4ZdSrzj2ev9yieVV,Wassup Gwayy,spotify:artist:58r9bevVFGCcTpNRT5Ha85,FamousSally & YB,42,[],Wassup Gwayy,61,False,2023-06-15,0.861,0.449,2,-8.708,1,0.335,0.0176,0.0,0.09,0.408,153.162,audio_features,5CQ0tp4ZdSrzj2ev9yieVV,spotify:track:5CQ0tp4ZdSrzj2ev9yieVV,https://api.spotify.com/v1/tracks/5CQ0tp4ZdSrzj2ev9yieVV,https://api.spotify.com/v1/audio-analysis/5CQ0tp4ZdSrzj2ev9yieVV,144384,4
spotify:track:2IGMVunIBsBLtEQyoI1Mu7,Paint The Town Red,spotify:artist:5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,89,"['dance pop', 'pop']",Paint The Town Red,100,True,2023-08-04,0.868,0.538,5,-8.603,1,0.174,0.269,3.34e-06,0.0901,0.732,99.968,audio_features,2IGMVunIBsBLtEQyoI1Mu7,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/tracks/2IGMVunIBsBLtEQyoI1Mu7,https://api.spotify.com/v1/audio-analysis/2IGMVunIBsBLtEQyoI1Mu7,231750,4
spotify:track:3NRql0A1Ef4RCvT473iqgD,Hell N Back,spotify:artist:3K2Srho6NCF3o9MswGR76H,Bakar,69,['uk alternative hip hop'],Hell N Back,81,True,2019-08-15,0.584,0.684,10,-4.314,0,0.567,0.312,9.05e-05,0.112,0.72,210.164,audio_features,3NRql0A1Ef4RCvT473iqgD,spotify:track:3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/tracks/3NRql0A1Ef4RCvT473iqgD,https://api.spotify.com/v1/audio-analysis/3NRql0A1Ef4RCvT473iqgD,213573,4
spotify:track:5wHBA7ROxraWgOBcMwVJ7P,Can You Remember The Rain - Sequence Remix,spotify:artist:0KppDOsHTsrrm0zAfRzZcC,Garrett Atterberry,54,[],Melodramatic,67,False,2020-08-28,0.46,0.474,7,-7.33,1,0.0354,0.145,0.106,0.23,0.263,144.342,audio_features,5wHBA7ROxraWgOBcMwVJ7P,spotify:track:5wHBA7ROxraWgOBcMwVJ7P,https://api.spotify.com/v1/tracks/5wHBA7ROxraWgOBcMwVJ7P,https://api.spotify.com/v1/audio-analysis/5wHBA7ROxraWgOBcMwVJ7P,185077,4
spotify:track:40gk32E7YaTFoQwDIWv2SY,Christmas Kids,spotify:artist:7dIpKWlEeAljA20vFJ82RD,Roar,66,"['pov: indie', 'weirdcore']",I Can't Handle Change,80,True,2010-03-14,0.425,0.754,2,-6.028,1,0.0367,0.0104,0.112,0.438,0.558,152.092,audio_features,40gk32E7YaTFoQwDIWv2SY,spotify:track:40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/tracks/40gk32E7YaTFoQwDIWv2SY,https://api.spotify.com/v1/audio-analysis/40gk32E7YaTFoQwDIWv2SY,135693,4
spotify:track:2Rn2ocU7jk8BqFoh6zwf1Y,Got Me Started,spotify:artist:3WGpXCj9YhhfX11TToZcXP,Troye Sivan,77,"['australian pop', 'pop', 'viral pop']",Got Me Started,79,True,2023-09-20,0.768,0.691,7,-6.489,0,0.0314,0.18,0.00171,0.374,0.543,127.003,audio_features,2Rn2ocU7jk8BqFoh6zwf1Y,spotify:track:2Rn2ocU7jk8BqFoh6zwf1Y,https://api.spotify.com/v1/tracks/2Rn2ocU7jk8BqFoh6zwf1Y,https://api.spotify.com/v1/audio-analysis/2Rn2ocU7jk8BqFoh6zwf1Y,198448,4
spotify:track:4cQAhjxynTUlhVUJN5yhUb,MAMACITA,spotify:artist:7cYEt1pqMgXJdq00hAwVpT,Chase Atlantic,78,['alternative r&b'],MAMACITA,66,True,2023-09-26,0.573,0.703,4,-3.76,0,0.0986,0.0157,2.12e-05,0.109,0.373,168.093,audio_features,4cQAhjxynTUlhVUJN5yhUb,spotify:track:4cQAhjxynTUlhVUJN5yhUb,https://api.spotify.com/v1/tracks/4cQAhjxynTUlhVUJN5yhUb,https://api.spotify.com/v1/audio-analysis/4cQAhjxynTUlhVUJN5yhUb,202931,4
spotify:track:19kHhX6f6EfLU7rcO3RqjO,Back On 74,spotify:artist:59oA5WbbQvomJz2BuRG071,Jungle,73,"['indie soul', 'indietronica', 'uk contemporary r&b']",Volcano,80,False,2023-08-11,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,audio_features,19kHhX6f6EfLU7rcO3RqjO,spotify:track:19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,209483,4
spotify:track:5Ryu0SlsYjKh78RkJUONFr,Flex Up (feat. Future & Playboi Carti),spotify:artist:6icQOAFXDZKsumw3YXyusw,Lil Yachty,77,"['atl hip hop', 'melodic rap', 'rap', 'trap']",Lil Boat 3.5,73,True,2020-11-27,0.829,0.667,9,-5.366,1,0.166,0.000523,0.000521,0.048,0.545,160.082,audio_features,5Ryu0SlsYjKh78RkJUONFr,spotify:track:5Ryu0SlsYjKh78RkJUONFr,https://api.spotify.com/v1/tracks/5Ryu0SlsYjKh78RkJUONFr,https://api.spotify.com/v1/audio-analysis/5Ryu0SlsYjKh78RkJUONFr,170859,4
spotify:track:2ogKhhoMClkFXek7ZgxAhN,Shameless,spotify:artist:4nDoRrQiYLoBzwC5BhVJzF,Camila Cabello,79,"['dance pop', 'pop']",Romance,85,False,2019-12-06,0.377,0.651,4,-5.437,0,0.0589,0.0197,5.31e-05,0.174,0.0851,129.607,audio_features,2ogKhhoMClkFXek7ZgxAhN,spotify:track:2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/tracks/2ogKhhoMClkFXek7ZgxAhN,https://api.spotify.com/v1/audio-analysis/2ogKhhoMClkFXek7ZgxAhN,219742,4
spotify:track:7icwQvajsokotDfM3tefW6,SkeeYee,spotify:artist:3DbwFQlvLxRSi2uX8mf81A,Sexyy Red,70,['trap queen'],Hood Hottest Princess,79,True,2023-06-09,0.739,0.536,1,-10.843,1,0.308,0.231,0.0,0.35,0.64,82.549,audio_features,7icwQvajsokotDfM3tefW6,spotify:track:7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/tracks/7icwQvajsokotDfM3tefW6,https://api.spotify.com/v1/audio-analysis/7icwQvajsokotDfM3tefW6,154120,4
spotify:track:3vkCueOmm7xQDoJ17W1Pm3,My Love Mine All Mine,spotify:artist:2uYWxilOVlUdk4oV9DvwqK,Mitski,80,"['brooklyn indie', 'pov: indie']",The Land Is Inhospitable and So Are We,85,False,2023-09-15,0.504,0.308,9,-14.958,1,0.0321,0.868,0.135,0.158,0.121,113.95,audio_features,3vkCueOmm7xQDoJ17W1Pm3,spotify:track:3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/tracks/3vkCueOmm7xQDoJ17W1Pm3,https://api.spotify.com/v1/audio-analysis/3vkCueOmm7xQDoJ17W1Pm3,137773,4
spotify:track:25FTMokYEbEWHEdss5JLZS,Teenage Dirtbag,spotify:artist:4mYFgEjpQT4IKOrjOUKyXu,Wheatus,61,[],Wheatus,76,True,1999-02-15,0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,audio_features,25FTMokYEbEWHEdss5JLZS,spotify:track:25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/tracks/25FTMokYEbEWHEdss5JLZS,https://api.spotify.com/v1/audio-analysis/25FTMokYEbEWHEdss5JLZS,241667,4
spotify:track:1AMADyXgIWayh5vXLZo2qF,Covet,spotify:artist:4DUQBYAyOTZotSEdKhaf6c,Basement,60,"['alternative emo', 'dreamo', 'emo']",Colourmeinkindness,76,False,2012-10-23,0.428,0.799,4,-6.265,1,0.0468,0.00139,0.0742,0.0788,0.228,139.052,audio_features,1AMADyXgIWayh5vXLZo2qF,spotify:track:1AMADyXgIWayh5vXLZo2qF,https://api.spotify.com/v1/tracks/1AMADyXgIWayh5vXLZo2qF,https://api.spotify.com/v1/audio-analysis/1AMADyXgIWayh5vXLZo2qF,227340,4
spotify:track:3kQfBtkQqgN1fAMfhks8TU,Need 2,spotify:artist:2gbT6GPXMis0OAkZbEQCYB,Pinegrove,64,"['countrygaze', 'new jersey indie', 'small room']",Everything So Far,80,False,2015-10-15,0.552,0.634,1,-8.302,0,0.0261,0.00994,0.202,0.0798,0.213,76.557,audio_features,3kQfBtkQqgN1fAMfhks8TU,spotify:track:3kQfBtkQqgN1fAMfhks8TU,https://api.spotify.com/v1/tracks/3kQfBtkQqgN1fAMfhks8TU,https://api.spotify.com/v1/audio-analysis/3kQfBtkQqgN1fAMfhks8TU,191797,4
spotify:track:5aIVCx5tnk0ntmdiinnYvw,Water,spotify:artist:3SozjO3Lat463tQICI9LcE,Tyla,65,[],Water,84,False,2023-07-28,0.673,0.722,3,-3.495,0,0.0755,0.0856,0.0,0.137,0.519,117.187,audio_features,5aIVCx5tnk0ntmdiinnYvw,spotify:track:5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/tracks/5aIVCx5tnk0ntmdiinnYvw,https://api.spotify.com/v1/audio-analysis/5aIVCx5tnk0ntmdiinnYvw,200256,4
spotify:track:4TNFLwe6DhtR3Wn1JKMqMJ,Makeba,spotify:artist:2HHmvvSQ44ePDH7IKVzgK0,Jain,69,['french pop'],Zanaka (Deluxe),79,False,2016-11-25,0.825,0.663,2,-9.414,1,0.0687,0.423,0.415,0.286,0.417,116.051,audio_features,4TNFLwe6DhtR3Wn1JKMqMJ,spotify:track:4TNFLwe6DhtR3Wn1JKMqMJ,https://api.spotify.com/v1/tracks/4TNFLwe6DhtR3Wn1JKMqMJ,https://api.spotify.com/v1/audio-analysis/4TNFLwe6DhtR3Wn1JKMqMJ,248987,4
spotify:track:0xaFw2zDYf1rIJWl2dXiSF,Open Arms (feat. Travis Scott),spotify:artist:7tYKF4w9nC0nq9CsPZTHyP,SZA,89,"['pop', 'r&b', 'rap']",SOS,80,False,2022-12-09,0.665,0.59,9,-7.608,1,0.161,0.763,0.0132,0.147,0.216,77.559,audio_features,0xaFw2zDYf1rIJWl2dXiSF,spotify:track:0xaFw2zDYf1rIJWl2dXiSF,https://api.spotify.com/v1/tracks/0xaFw2zDYf1rIJWl2dXiSF,https://api.spotify.com/v1/audio-analysis/0xaFw2zDYf1rIJWl2dXiSF,239613,4
spotify:track:4rHZZAmHpZrA3iH5zx8frV,Mirrors,spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,79,"['dance pop', 'pop']",The 20/20 Experience (Deluxe Version),81,False,2013-03-15,0.574,0.512,5,-6.664,0,0.0503,0.234,0.0,0.0946,0.512,76.899,audio_features,4rHZZAmHpZrA3iH5zx8frV,spotify:track:4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/tracks/4rHZZAmHpZrA3iH5zx8frV,https://api.spotify.com/v1/audio-analysis/4rHZZAmHpZrA3iH5zx8frV,484147,4
